product_id,name,manufacturer,vga_type,width_mm,height_mm,depth_mm,display_type,battery_capacity,laptop_camera,ram_slots,cpu_model,ram_speed,cpu_cores,laptop_tam_nen_man_hinh,root_price,cpu_max_speed,refresh_rate,cpu_threads,cpu_speed,vga_vram
75940,Laptop ASUS TUF Gaming F15 FX507VU-LP198W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250nits <br> Độ phủ màu: NTSC 72%, SRGB 100%, Adobe 75.35% <br> Màn hình chống chói <br> G-Sync",90.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,28990000.0,4.9,144.0,,2.4,
99909,Laptop MSI Gaming Thin 15 B13UC-1411VN V2,msi,card rời,359.0,254.0,21.7,Độ phủ màu 45% NTSC<br>Màn hình chống chói,52.4,hd,2.0,13620H,3200.0,,Tấm nền IPS,21990000.0,,144.0,,,
101152,Laptop ASUS Zenbook A14 UX3407QA-QD299WS,asus,card tích hợp,310.7,213.9,13.4,Thời gian phản hồi 0.2ms<br>Độ sáng 400nits<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3 <br>HDR True Black 600<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,70.0,full hd,0.0,X1,,8.0,Tấm nền Oled,29990000.0,2.97,60.0,8.0,,
96421,Laptop Lenovo LOQ 15IAX9E 83LK0036VN,lenovo,card rời,359.3,236.0,19.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 100% sRGB,57.0,hd,1.0,12450HX,4800.0,8.0,Tấm nền IPS,21990000.0,4.4,144.0,12.0,,6.0
93960,Mac mini M4 2024 10CPU 10GPU 16GB 512GB,apple,card tích hợp,127.0,127.0,50.0,Hỗ trợ đồng thời đến ba màn hình<br>Đầu ra video kỹ thuật số Thunderbolt 4,0.0,,0.0,,7500.0,10.0,,19990000.0,,60.0,,,
91515,Laptop Lenovo ThinkPad E16 Gen 1 21JN00GJVN,lenovo,card tích hợp,356.1,247.7,19.9,Độ sáng 300nits <br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,47.0,full hd,1.0,13420H,3200.0,8.0,Tấm nền IPS,20990000.0,4.6,,12.0,2.1,
93850,iMac M4 2024 24 inch 8CPU 8GPU 16GB 256GB,apple,card tích hợp,547.0,461.0,147.0,Màn hình Retina 4.5K<br>1 tỷ màu<br>Độ sáng 500 nit<br>Dải màu rộng (P3)<br>Công nghệ True Tone,0.0,full hd,0.0,,7500.0,8.0,,34990000.0,,,,,
86198,Laptop ASUS Gaming VivoBook K3605ZU-RP296W,asus,card rời,358.6,249.1,18.9,Tỷ lệ 16:10 <br> Độ sáng 300 nits <br> Màn hình chống chói <br> Độ phủ màu 45% NTSC <br> TÜV Rheinland-certified,70.0,hd,,12500H,,12.0,Tấm nền IPS,28490000.0,4.5,144.0,,2.5,6.0
102610,Laptop HP Victus 16-R0376TX AY8Z2PA,hp,card rời,369.0,369.0,259.4,Độ phủ màu 100% sRGB<br>Độ sáng 300 nits<br>Thời gian phản hồi 7 ms<br>Ánh sáng xanh thấp,70.0,full hd,2.0,13700HX,2400.0,16.0,Tấm nền IPS,32690000.0,5.0,165.0,24.0,,6.0
71767,MacBook Pro 16 M3 Pro 36GB - 512GB,apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,72.4,full hd,0.0,,6400.0,12.0,,74990000.0,,120.0,,,
102647,Laptop Lenovo ThinkPad X1 Carbon Gen 12 21KC008PVN,lenovo,card tích hợp,312.8,214.8,15.0,Độ sáng 400nits <br> Chống chói/Chống phản chiếu/Chống nhòe<br> Độ phủ màu 100% DCI-P3<br> DisplayHDR True Black 500<br> Dolby Vision,57.0,full hd,0.0,155H,6400.0,16.0,Tấm nền Oled,58590000.0,4.8,120.0,22.0,,
79358,Laptop Dell Vostro 3520 F0V0VI3 - Nhp khu chnh hng,dell,card tích hợp,358.5,235.6,17.0,Độ sáng 250 nits<br>Độ phủ màu NTSC 45%<br>Thời gian phản hồi 35 ms<br> Màn hình chống chói,41.0,hd,2.0,1215U,,6.0,Tấm nền IPS,11990000.0,4.4,120.0,8.0,1.2,
74747,Laptop Gaming Acer Nitro V ANV15-51-57B2,acer,card rời,362.3,239.9,22.9,45% NTSC<br>Acer ComfyView<br>250 nits,57.0,hd,2.0,13420H,5200.0,8.0,Tấm nền IPS,26990000.0,4.6,144.0,12.0,,6.0
78368,Laptop ASUS Vivobook 14 X1404ZA-NK389W,asus,card tích hợp,324.9,213.9,17.9,LED Backlit <br> Độ sáng 250 nits<br> Màn hình chống chói <br> Độ phủ màu 45% NTSC<br>TÜV Rheinland-certified,42.0,hd,,1255U,,10.0,,17990000.0,4.7,60.0,,1.7,
97539,Laptop HP 15-FC0086AU A6VV9PA,hp,card rời,359.8,236.0,18.6,Độ sáng 250 nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,41.0,hd,2.0,7430U,1600.0,6.0,Tấm nền SVA,15190000.0,4.3,,12.0,,
93962,Mac mini M4 Pro 2024 12CPU 16GPU 24GB 512GB,apple,card tích hợp,127.0,127.0,50.0,Hỗ trợ đồng thời đến ba màn hình<br>Đầu ra video kỹ thuật số Thunderbolt 5<br>Đầu ra video màn hình HDMI,0.0,,0.0,,8533.0,12.0,,34990000.0,,60.0,,,
94456,Laptop ASUS ROG Strix G16 G614JU-N3206W,asus,card rời,354.0,264.0,22.6,Độ sáng 250nits<br>Độ phủ màu SRGB 100%<br>Màn hình chống chói<br>G-Sync<br>Dolby Vision HDR<br>ROG intelligent cooling,90.0,hd,2.0,13650HX,4800.0,14.0,Tấm nền IPS,38990000.0,4.9,165.0,,2.6,6.0
93243,Laptop ASUS TUF Gaming A15 FA506NFR-HN006W,asus,card rời,359.0,256.0,22.8,Độ sáng 250 nits<br>Độ phủ màu 45% NTSC<br>Độ tương phản 1000:01:00,48.0,hd,2.0,7435HS,5600.0,,Tấm nền IPS,21990000.0,4.5,144.0,,3.1,
96425,Laptop Lenovo LOQ 15IAX9 83GS00DBVN,lenovo,card rời,359.9,258.7,21.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 100% sRGB<br> G-SYNC,60.0,hd,2.0,12450HX,4800.0,8.0,Tấm nền IPS,23490000.0,4.4,144.0,12.0,,4.0
101150,Laptop Lenovo Yoga Duet 7 13ITL6 82MA009LPH,lenovo,card tích hợp,297.4,297.4,207.4,Độ sáng 450nits <br>Độ phủ màu 100% sRGB<br>Corning Gorilla Glass 3,65.0,full hd,1.0,1165G7,3200.0,4.0,Tấm nền IPS,29990000.0,4.7,,8.0,2.8,
100738,Laptop Dell Vostro 3530 2H1TPI5 - Nhp khu chnh hng,dell,card tích hợp,35.8,23.5,1.7,Góc nhìn rộng (WVA)<br> Độ phủ màu NTSC 45%<br> Màn hình chống chói,41.0,hd,2.0,1334U,2666.0,10.0,,18990000.0,4.6,120.0,12.0,0.9,
96429,Laptop Lenovo IdeaPad 1 14ALC7 82R30099VN,lenovo,card rời,325.3,216.5,17.9,Độ sáng 250nits <br>Màn hình chống chói,42.0,hd,2.0,5625U,3200.0,6.0,Tấm nền IPS,12790000.0,4.3,,12.0,2.3,
93495,Laptop HP Pavilion X360 14-EK2017TU 9Z2V5PA,hp,card tích hợp,322.0,210.0,19.9,,43.3,hd,,120U,3200.0,10.0,Tấm nền IPS,24990000.0,5.0,,,,
93349,Laptop Dell Inspiron 15 3530 N5I5407W1,dell,card tích hợp,358.5,235.6,19.0,Độ sáng 250 nits<br>Màn hình chống chói <br><br>LED Backlit Narrow Border Display,3.0,,2.0,1334U,,10.0,Tấm nền IPS,19290000.0,4.6,120.0,12.0,,
74751,Laptop Gaming Acer Nitro V ANV15-51-75GS,acer,card rời,362.3,239.9,22.9,Acer ComfyView LED-backlit TFT LCD,57.0,hd,2.0,13620H,5200.0,10.0,Tấm nền IPS,29990000.0,4.9,144.0,16.0,,6.0
100468,Laptop Acer Aspire Lite 15 AL15-71P-517D,acer,card tích hợp,357.5,229.1,19.9,Độ sáng 250nits<br>Acer ComfyView,58.0,full hd,2.0,12450H,4800,8.0,,15490000.0,4.4,60.0,12.0,,
100742,Laptop HP 14-EP0220TU B73VWPA V2,hp,card tích hợp,323.7,323.7,215.0,Viền siêu mỏng<br> Màn hình chống chói<br> Độ sáng 250 nits<br> Độ phủ màu 62.5% sRGB,41.0,hd,,1315U,1600.0,6.0,,13490000.0,4.5,,8.0,,
91734,Laptop ASUS Vivobook 15 X1504ZA-NJ1039W,asus,card tích hợp,359.7,232.5,17.9,Độ sáng 250nits<br>Độ phủ màu 45% NTSC<br>TÜV Rheinland-certified<br>Màn hình chống chói,42.0,hd,2.0,1255U,,10.0,Tấm nền TN,17990000.0,4.7,60.0,12.0,1.7,
98813,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DMVN,lenovo,card rời,313.1,224.9,17.8,Độ sáng 300nits <br>Độ phủ màu 45% NTSC <br> TÜV Low Blue Light,52.5,full hd,0.0,7430U,8448.0,6.0,Tấm nền IPS,16990000.0,4.3,60.0,12.0,2.3,
99890,Laptop MSI Gaming Thin 15 B12UC-1416VN V2,msi,card rời,359.0,254.0,21.7,Độ phủ màu 45% NTSC<br>Màn hình chống chói,52.4,hd,2.0,12450H,3200.0,,Tấm nền IPS,19990000.0,,144.0,,,
100750,Laptop HP Pavilion 15-EG3095TU 8C5L6PA V2,hp,card tích hợp,360.2,234.0,17.9,Độ phủ màu 45% NTSC <br> Màn hình chống chói <br> Độ sáng 250 nits,41.0,hd,2.0,1335U,3200.0,10.0,Tấm nền IPS,19990000.0,4.6,60.0,12.0,1.3,
93347,Laptop HP Envy X360 2IN1 14-FC0162TU AY8X1PA,hp,card tích hợp,313.3,218.9,16.9,"Hỗ trợ cảm ứng đa điểm<br> Thời gian phản hồi 0.2, UWVA<br> edge-to-edge glass<br> micro-edge<br> Corning Gorilla Glass NBTTM<br> Low Blue Light<br> Độ sáng SDR 400 nits, HDR 500 nits<br> Độ phủ màu 100% DCI-P3",59.0,full hd,0.0,125U,3200.0,12.0,Tấm nền Oled,29890000.0,4.3,48.0,14.0,,
100672,Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20002VN,lenovo,card tích hợp,360.0,251.0,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13420H,4800.0,8.0,Tấm nền IPS,16490000.0,4.6,60.0,12.0,2.1,
101772,Laptop Dell Inspiron 15 3520 8JTD9 - Nhp khu chnh hng,dell,card tích hợp,358.5,235.6,21.1," Narrow Border, LED-Backlit",41.0,hd,2.0,1215U,,6.0,Tấm nền IPS,12990000.0,4.4,120.0,,,
93541,Laptop Dell Latitude 3540 71038100,dell,card tích hợp,359.0,239.7,18.1,Màn hình chống chói<br>Độ sáng 250 nit <br>Độ phủ màu NTSC 45%,42.0,full hd,2.0,1235U,1600.0,10.0,Tấm nền IPS,18990000.0,4.4,60.0,12.0,,
82011,Laptop ASUS  VivoBook S 16 OLED S5606MA-MX051W,asus,card tích hợp,353.6,246.9,97.2,Độ sáng tối đa 600nits HDR<br>Gam màu 100% DCI-P3<br>Tỷ lệ tương phản 1.000.000:1<br>Ánh sáng xanh ít gây hại hơn 70%<br>TÜV Rheinland-certified<br>1.07 tỷ màu,75.0,full hd,0.0,155H,,16.0,Tấm nền Oled,29990000.0,4.8,120.0,22.0,1.4,
101154,Laptop ASUS Zenbook 14 UM3406KA-PP555WS,asus,card tích hợp,312.4,220.1,14.9,Thời gian phản hồi 0.2ms<br>Độ sáng 400nits<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3<br>HDR True Black 600<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,75.0,full hd,0.0,350,,8.0,Tấm nền Oled,31990000.0,5.0,120.0,16.0,2.0,
62636,Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 256GB),apple,card tích hợp,19.7,19.7,3.6,Hỗ trợ xuất hình ảnh 6K 60HZ qua cổng Thunderbolt<br>Xuất hình ảnh 4K qua cổng HDMI,0.0,,0.0,,6400.0,8.0,,27990000.0,,,,,
94801,Laptop Dell Inspiron 14 5440 71034770,dell,card rời,314.0,226.0,17.0,,,full hd,2.0,150U,5200.0,,Tấm nền WVA,29990000.0,,60.0,,,2.0
89105,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00RDVN,lenovo,card tích hợp,313.5,224.0,16.9,Độ sáng 300nits <br>Màn hình chống chói <br>Độ phủ màu 45% NTSC,60.0,full hd,2.0,13420H,5200.0,8.0,Tấm nền IPS,19990000.0,4.6,,12.0,2.1,
102244,Laptop ASUS Vivobook 14 X1405VA-LY623W,asus,card tích hợp,317.1,222.0,19.9,Độ sáng 300nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,42.0,hd,2.0,13420H,,8.0,Tấm nền IPS,16490000.0,4.6,60.0,12.0,2.1,
76006,Laptop Gaming Acer Nitro V ANV15-51-72VS NH.QNASV.004,acer,card rời,362.3,239.9,22.9,Acer ComfyView LED-backlit TFT LCD,57.0,hd,2.0,13620H,5200.0,10.0,Tấm nền IPS,25990000.0,4.9,144.0,16.0,,4.0
80294,Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,asus,card tích hợp,361.6,233.0,19.9,Độ sáng 250 nits <br> Độ phủ màu NTSC: 45%<br> Màn hình chống chói<br>Tỷ lệ tương phản 500:1<br>Góc nhìn: 90/65<br> Thời gian phản hồi:  20/10 ms<br> 16:9,42.0,hd,,1315U,,6.0,Tấm nền TN,11990000.0,4.5,60.0,,1.2,
94090,MacBook Pro 14 M4 10CPU 10GPU 24GB 1TB,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa hai màn hình ngoài",72.4,full hd,0.0,,7500.0,10.0,,49990000.0,,120.0,,,
97909,Laptop HP 240 G9 AG2J7AT,hp,card tích hợp,324.0,225.9,19.9,Màn hình chống chói,41.04,hd,2.0,1235U,3200.0,10.0,Tấm nền IPS,19790000.0,4.4,,,,
102276,Laptop ASUS Vivobook 16 X1605VA-MB1795W,asus,card tích hợp,358.7,249.5,19.9,Độ sáng 300nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói<br>TÜV Rheinland-certified,42.0,hd,2.0,13620H,,10.0,Tấm nền IPS,19990000.0,4.9,60.0,16.0,2.4,
100376,Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10 83HR0001VN,lenovo,card tích hợp,313.4,222.0,16.9,Độ sáng 400nits <br>Độ phủ màu 100% DCI-P3<br>DisplayHDR True Black 500,60.0,full hd,2.0,13420H,5600.0,8.0,Tấm nền Oled,23490000.0,4.6,,12.0,2.1,
90957,MacBook Air M3 15 inch 2024 8CPU 10GPU 16GB - 512GB Sc 70W,apple,card tích hợp,,,,True Tone,70.0,full hd,0.0,,6400.0,8.0,,37990000.0,,,,,
76013,Laptop Gaming Acer Nitro V ANV15-51-55CA,acer,card rời,362.3,239.9,22.9,Acer ComfyView<br>LED-backlit TFT LCD<br>45% NTSC,57.0,hd,2.0,13420H,5200.0,8.0,Tấm nền TFT,27990000.0,4.6,144.0,12.0,,6.0
78902,Laptop Dell Vostro 3520 F0V0V256 - Nhp khu chnh hng,dell,card tích hợp,358.5,235.6,17.0,Độ phủ màu NTSC 45% <br> Màn hình chống chói,,hd,2.0,1235U,,10.0,,13990000.0,4.4,60.0,12.0,1.3,
96435,Laptop Lenovo V14 G4 IRU 83A000FNVN,lenovo,card tích hợp,324.2,215.2,19.9,Độ sáng 300nits<br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,38.0,hd,2.0,13420H,3200.0,8.0,Tấm nền IPS,14590000.0,4.6,,12.0,2.1,
95106,MacBook Air M3 15 inch 2024 8CPU 10GPU 16GB 256GB Sc 35W,apple,card tích hợp,,,,True Tone,35.0,full hd,0.0,,6400.0,8.0,,32990000.0,,,,,
94099,MacBook Pro 16 M4 Max 16CPU 40GPU 48GB 1TB,apple,card tích hợp,355.7,248.1,16.8,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa bốn màn hình ngoài",100.0,full hd,0.0,,8533.0,16.0,,102490000.0,,120.0,,,
87880,Laptop Lenovo V15 G4 IRU 83A100FYVN,lenovo,card tích hợp,359.2,235.8,19.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,38.0,hd,2.0,13420H,3200.0,8.0,Tấm nền IPS,15490000.0,4.6,,12.0,2.1,
89090,Laptop Acer Gaming Aspire 7 A715-76G-73FM,acer,card rời,362.3,237.4,19.9,Acer ComfyView,50.0,hd,2.0,12650H,3200.0,,Tấm nền IPS,23990000.0,,144.0,,,4.0
86187,Laptop ASUS TUF Gaming F15 FX507VV-LP304W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250 nits<br>Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%<br>Màn hình chống chói<br>G-Sync",90.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,32990000.0,4.9,144.0,,2.4,8.0
78907,Laptop gaming MSI Thin A15 B7UCX 020VN,msi,card rời,359.0,254.0,21.7,,52.4,hd,2.0,7535HS,,6.0,Tấm nền IPS,18990000.0,4.55,144.0,12.0,3.3,4.0
100263,Laptop Dell Inspiron 15 3520 N3520-I5U165W11SLU,dell,card tích hợp,358.5,235.6,17.0,Màn hình chống chói,3.0,hd,2.0,1235U,3200.0,,Tấm nền WVA,16990000.0,4.4,120.0,,,
89203,Laptop Lenovo LOQ 15IAX9 83GS001QVN,lenovo,card rời,359.9,258.7,21.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 100% sRGB <br> G-SYNC,60.0,hd,2.0,12450HX,4800.0,8.0,Tấm nền IPS,26990000.0,4.4,144.0,12.0,,6.0
90905,Laptop Acer Swift Lite 14 AI SFL14-51M-56HS,acer,card tích hợp,314.4,221.9,17.5,Độ sáng 300 nits<br>Độ phủ màu 45% NTSC<br>Acer ComfyView LED-backlit TFT LCD,58.0,full hd,2.0,125U,2400.0,12.0,Tấm nền IPS,19990000.0,4.3,60.0,14.0,3.6,
100470,Laptop Acer Aspire Lite 14 AL14-71M-52GQ,acer,card tích hợp,314.4,221.9,19.5,Độ sáng 300nits<br>Độ phủ màu 45% NTSC<br>Acer ComfyView,58.0,full hd,2.0,12500H,4800.0,12.0,Tấm nền IPS,15990000.0,4.5,60.0,16.0,,
89077,Laptop ASUS Vivobook S 15 S5507QA-MA092WS Copilot+ X Plus,asus,card tích hợp,352.6,226.9,14.7,Thời gian phản hồi 0.2ms <br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3<br>1.07 tỷ màu<br>Display HDR True Black 600<br>TÜV Rheinland-certified<br>SGS Eye Care Display<br>Giảm 70% ánh sáng xanh có hại,70.0,full hd,0.0,X1P,,,Tấm nền Oled,26990000.0,3.4,120.0,,,
98323,Laptop Lenovo IdeaPad 1 14ALC7 82R30077VN,lenovo,card rời,325.3,216.5,17.9,Độ sáng 250nits<br>Màn hình chống chói,42.0,hd,2.0,5700U,3200.0,8.0,Tấm nền IPS,14490000.0,4.3,,16.0,1.8,
86271,MacBook Air M3 13 inch 2024 8CPU 10GPU 16GB 512GB,apple,card tích hợp,,,,True Tone,,full hd,0.0,,6400.0,8.0,,32990000.0,,,,,
63588,Laptop ASUS VivoBook 15 X1504VA-NJ070W,asus,card tích hợp,359.7,232.5,17.9,Độ sáng 250nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói<br>TÜV Rheinland-certified<br>Tỉ lệ 16:9,42.0,hd,2.0,1335U,,10.0,Tấm nền IPS,18490000.0,4.6,60.0,12.0,1.3,
93223,Laptop Dell Inspiron 15 3530 P16WD,dell,card tích hợp,358.5,235.6,17.0,Màn hình chống chói,54.0,hd,2.0,1355U,2666.0,10.0,Tấm nền WVA,22990000.0,,120.0,,,
70436,Laptop HP Pavilion 15-EG3112TU 8U6L9PA,hp,card tích hợp,360.2,234.0,18.0,,,hd,2.0,1335U,3200.0,,Tấm nền IPS,25290000.0,5.0,,,3.7,
93283,Laptop Lenovo Yoga Pro 7 14ASP9 83HN0022VN,lenovo,card rời,325.5,226.5,16.6,"Độ sáng 400nits Glossy<br> Độ phủ màu 100% P3, 100% sRGB<br> Eyesafe<br> Dolby Vision<br> DisplayHDR True Black 500<br> AGC Dragontrail Glass",73.0,full hd,0.0,365,7500.0,10.0,Tấm nền Oled,41990000.0,5.0,120.0,20.0,2.0,
101736,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00Q1VN,lenovo,card tích hợp,356.0,253.5,17.5,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,71.0,full hd,2.0,13420H,5200.0,8.0,Tấm nền IPS,19290000.0,4.6,,12.0,2.1,
102605,Laptop HP Victus 16-S0136AX 9Q984PA,hp,card rời,369.0,369.0,259.4,Độ phủ màu 45% NTSC<br>Độ sáng 250 nit<br>Chống lóa,70.0,full hd,2.0,7640HS,2800.0,6.0,Tấm nền IPS,28990000.0,5.0,144.0,12.0,,6.0
100718,Laptop Dell Inspiron 15 3520 6R6NK V2 - Nhp khu chnh hng,dell,card tích hợp,358.5,235.6,17.0,Độ sáng 250 nits <br>Độ phủ màu NTSC 45%<br>Màn hình chống chói,41.0,hd,2.0,1235U,,10.0,Tấm nền IPS,14490000.0,4.4,120.0,12.0,1.3,
91656,Laptop ASUS Zenbook S 14 OLED UX5406SA-PV140WS,asus,card tích hợp,310.3,214.7,11.9,Thời gian phản hồi 0.2ms <br>Độ sáng tối đa 500nits HDR<br>Độ phủ màu 100% DCI-P3 <br> Display HDR True Black 500<br>1.07 tỷ màu<br>Giảm ánh sáng xanh 70%<br>TÜV Rheinland-certified<br>SGS Eye Care Display,72.0,full hd,0.0,258V,,8.0,Tấm nền Oled,44990000.0,4.8,120.0,8.0,1.8,
94803,Laptop Dell Inspiron 14 5440 N5440-C5U165W11IBD2,dell,card rời,314.0,226.0,15.0,Màn hình chống chói <br> Hỗ trợ ComfortView Plus,4.0,,2.0,120U,,,Tấm nền IPS,26490000.0,5.0,60.0,,1.4,2.0
101108,Laptop MSI Katana 15 B13UDXK-2270VN V2,msi,card rời,359.0,259.0,24.9,Màn hình chống chói,,hd,2.0,13500H,5200.0,12.0,Tấm nền IPS,23990000.0,4.7,144.0,,2.6,6.0
95041,Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN,lenovo,card tích hợp,343.8,235.4,13.9,"Độ sáng 500nits / Chống vân tay<br> Độ phủ màu 100% DCI-P3, 100% sRGB<br> Eyesafe<br> Dolby Vision<br> DisplayHDR 400",70.0,full hd,0.0,258V,8533.0,8.0,Tấm nền IPS,42990000.0,4.8,120.0,8.0,,
98612,MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB Nano Sc 70W,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Nano-texture<br>Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone",72.4,full hd,0.0,,7500.0,10.0,,43790000.0,,120.0,,,
77016,Laptop ASUS Vivobook 15X OLED M3504YA-L1332W,asus,card rời,359.7,232.5,17.9,Thời gian phản hồi 0.2ms <br> Độ sáng tối đa 600nits HDR<br> Độ phủ màu 100% DCI-P3<br> Gamut mapping<br> HDR True Black 600<br> 1.07 tỷ màu<br> Giảm ánh sáng xanh 70% <br> TÜV Rheinland-certified,50.0,hd,2.0,7730U,,8.0,Tấm nền Oled,18490000.0,4.5,60.0,16.0,2.0,
60595,Laptop ASUS ROG Strix G16 G614JU-N3135W,asus,card rời,354.0,264.0,22.6,Tần số quét 165Hz <br> Thời gian phản hồi 7ms<br> Độ sáng 250nits<br> Độ phủ màu 100% SRGB %<br> Màn hình chống chói<br> G-Sync<br> Dolby Vision HDR,90.0,hd,2.0,13450HX,4800.0,10.0,Tấm nền IPS,33990000.0,4.6,165.0,,2.4,6.0
96720,Laptop ASUS TUF Gaming F15 FX507VI-LP077W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250<br>Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%<br>Màn hình chống chói<br>G-Sync",90.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,41990000.0,4.9,144.0,,2.4,8.0
88248,Laptop MSI Gaming Thin 15 B12UCX-1419VN,msi,card rời,359.0,254.0,21.7,Độ phủ màu 45%NTSC,52.4,hd,2.0,12450H,3200.0,,Tấm nền IPS,17990000.0,,144.0,,,4.0
100872,Laptop ASUS Zenbook 14 UX3405CA-PZ204WS,asus,card tích hợp,312.4,220.1,14.9,Thời gian phản hồi 0.2ms <br>Độ sáng 400nits<br>Độ sáng tối đa 500nits HDR<br>Độ phủ màu 100% DCI-P3 <br>Gamut mapping<br>HDR True Black 500<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,75.0,full hd,0.0,285H,,16.0,Tấm nền Oled,38990000.0,5.4,120.0,16.0,2.9,
100678,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K0000AVN,lenovo,card tích hợp,314.4,222.1,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13420H,4800.0,8.0,Tấm nền IPS,17490000.0,4.6,,12.0,2.1,
88402,Laptop LG Gram 2024 14Z90S-G.AH55A5,lg,card tích hợp,312.0,214.3,15.7,Tỉ lệ 16:10<br>Độ phủ màu DCI-P3 99% <br>Màn hình chống chói<br>Độ sáng 350 nit,72.0,full hd,0.0,125H,6400.0,,Tấm nền IPS,36290000.0,,60.0,,,
88294,Laptop ASUS Vivobook S 14 OLED M5406WA-PP071WS,asus,card rời,310.5,221.9,13.9,Độ sáng tối đa HDR 600nits<br> Độ phủ màu DCI-P3 100%<br> 1.000.000:1<br> Màn hình HDR True Black 600 ĐÃ CHỨNG NHẬN VESA<br> 1.07 tỷ màu<br> Được PANTONE xác thực<br> Màn hình bóng<br> Giảm 65% ánh sáng xanh có hại,75.0,full hd,0.0,HX 370,,12.0,Tấm nền Oled,33990000.0,5.1,120.0,24.0,2.0,
86028,Laptop HP 240 G9 9E5W3PT,hp,card tích hợp,324.0,225.9,19.9,Độ sáng 250 nits <br>Độ phủ màu 45% NTSC <br>Màn hình chống chói<br>Viền mỏng,41.0,hd,2.0,1235U,3200.0,10.0,Tấm nền IPS,16990000.0,4.4,,12.0,,
86135,Laptop ASUS TUF Gaming F15 FX507VU-LP315W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250 nits<br>Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%<br>Màn hình chống chói<br>G-Sync",90.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,29990000.0,4.9,144.0,,2.4,6.0
